Source,Target,Weight
to,consider,1
considerate,of,1
fact,that,1
have,yet,1
have,students,1
have,similar,1
yet,to,1
acquire,excellent,1
excellent,management,1
management,skills.,1
skills.,But,1
But,we,1
also,need,1
also,counts,1
need,to,1
protect,our,1
our,own,1
own,mental,1
mental,health,1
health,and,1
teach,students,1
responsibility,that,1
comes,with,1
with,completing,1
with,a,1
with,no,1
with,as,1
with,the,1
completing,assignments,1
turning,in,1
in,work.,1
in,place,1
in,class?,1
work.,Some,1
Some,years,1
years,back,1
back,I,1
I,had,1
I,received,1
I,flatly,1
I,gave,1
I,could,1
had,a,2
had,to,1
high,school,1
school,world,1
world,language,1
language,class,1
class,with,1
class,30,1
class,what,1
class,policies,1
wonderful,group,1
group,of,1
students—but,getting,1
getting,work,1
work,from,1
work,I,1
work,done,2
work,this,1
from,them,1
them,was,1
was,challenging,1
was,the,1
was,an,1
challenging,on,1
good,day.,1
day.,After,1
After,one,1
one,particularly,1
particularly,exhausting,1
exhausting,end,1
received,a,1
monumental,amount,1
late,work,1
flatly,said,1
said,“We,1
“We,can’t,1
can’t,do,1
again.”,Shockingly,1
Shockingly,they,1
they,agreed.,1
they,thought,1
they,do,1
they,know,1
they,simply,1
agreed.,I,1
gave,the,1
30,minutes,1
minutes,to,1
discuss,as,1
as,a,3
as,final,1
as,an,1
what,they,1
what,the,1
thought,could,1
could,be,1
could,easily,1
fair,policy.,1
policy.,The,1
The,requirements,1
The,55,1
requirements,were,1
were,simple:,1
simple:,1.,1
1.,Simplicity.,1
Simplicity.,This,1
This,policy,1
This,also,1
This,gives,1
policy,had,1
easy,for,1
me,to,1
me,as,1
manage,as,1
teacher.,2.,1
2.,Accountability.,1
Accountability.,It,1
It,couldn’t,1
It,should,1
couldn’t,be,1
free-for-all,with,1
no,accountability.,1
accountability.,I,1
easily,write,1
write,a,1
separate,article,1
article,on,1
design,class,1
policies,but,1
policies,in,1
but,that,1
different,time.,1
time.,Here,1
Here,is,1
came,up,1
up,with,1
up,until,1
proposal:,Assessment,1
Assessment,as,1
final,deadline:,1
deadline:,All,1
All,homework,1
homework,and,1
classwork,is,1
accepted,full,1
accepted,at,1
credit,until,1
until,the,1
until,assessment,1
assessment—then,it,1
it,is,1
it,does,1
not,accepted,1
not,get,1
all.,This,1
counts,for,1
any,retakes,1
any,assessment.,1
retakes,(or,1
(or,corrections),1
corrections),to,1
other,activities,1
other,students,1
activities,or,1
smaller,assessments.,1
assessments.,The,1
55,percent,3
55,percent.,1
percent,rule:,1
percent,on,1
percent,and,1
rule:,If,1
If,a,2
If,so,1
If,this,1
student,does,2
student,will,1
student,was,1
does,the,1
does,happen,1
does,get,1
does,happen)?,1
majority,of,3
assessment,they,1
assessment,and,1
assessment,reflective,1
get,less,1
get,their,1
get,below,2
less,than,1
than,55,1
assessment.,This,1
gives,students,1
incentive,to,1
done,and,1
done,the,1
done,in,1
arrangements,with,1
keep,on,1
track.,It,1
should,be,1
very,unlikely,1
unlikely,that,1
related,to,1
below,55,2
percent.,However,1
However,if,1
if,it,1
happen,they,1
know,that,1
there,are,1
are,policies,1
place,to,1
help,them.,1
them.,If,1
has,done,1
forces,me,1
consider,the,1
cause.,Did,1
Did,other,1
similar,troubles?,1
troubles?,If,1
so,was,1
reflective,of,1
class?,If,1
outlier,perhaps,1
perhaps,they,1
simply,had,1
rough,day,1
day,(which,1
(which,does,1
